FB,init_var,final_var,mean_init,mean_final,T,step
b,55.26265473239255,2.840702443328378e-05,0.51675236,0.0581105,0.2,0
b,55.26265473239255,35.05243647206976,0.51675236,0.5183979,0.2,1
f,48.24521496782859,0.0016807719116697234,-0.0053614806,-0.008913069,0.2,2
